Cube Number,Solve Time (ms),Number of Moves
0,1.8853,180
1,2.6867,216
2,2.3139,256
3,2.6232,232
4,3.4597,312
5,3.8183,370
6,2.065,226
7,2.7573,242
8,3.4922,394
9,1.7334,260
10,2.4426,222
11,3.1408,240
12,3.0067,216
