Cube Number,Solve Time (ms),Number of Moves
356,0.2916,172
357,0.4265,230
358,0.4452,222
359,0.6212,418
360,0.5147,350
361,0.3053,160
362,0.2624,164
363,0.5263,254
364,0.3404,204
365,0.433,218
366,0.4552,260
367,0.3697,220
368,0.5869,258
369,0.6752,444
370,0.4563,208
371,0.3498,222
372,0.3801,236
373,0.5037,204
374,0.4122,260
375,0.5184,346
376,0.8888,416
377,0.4926,302
378,0.5867,308
379,0.3451,216
380,0.3966,248
381,0.5748,272
382,0.4102,186
383,0.3882,236
384,0.5254,224
385,0.4067,204
386,0.5512,264
387,0.4173,276
388,0.4374,292
389,0.4791,278
390,0.4306,264
391,0.2972,176
392,0.3721,240
393,0.384,166
394,0.7376,396
395,0.5725,392
396,0.385,230
397,0.6441,390
398,0.3081,182
399,0.4225,272
400,0.3222,192
401,0.9507,468
402,0.379,234
403,0.539,232
404,0.7084,484
405,0.4777,234
406,0.3412,208
407,0.7989,448
408,0.4413,262
409,0.3402,204
410,0.3382,212
411,0.3885,180
412,0.432,274
413,0.6747,362
414,0.3645,210
415,0.4549,226
416,0.5108,324
417,0.4917,222
418,0.6591,318
419,0.5536,374
420,0.4211,182
421,0.4859,302
422,0.4458,278
423,0.3309,204
424,0.4789,230
425,0.3457,208
426,0.3587,218
427,0.3854,230
428,0.2429,148
429,0.9141,474
430,0.5219,262
431,0.532,312
432,0.3066,186
433,0.4417,256
434,0.4046,216
435,0.8195,442
436,0.7531,494
437,0.3416,202
438,0.4744,308
439,0.3249,198
440,0.4906,320
441,0.7013,470
442,0.5577,360
443,0.4766,196
444,1.2165,236
445,0.2836,172
446,0.3651,188
447,0.4871,258
448,0.3196,190
449,0.5946,388
450,0.5031,242
451,0.7536,418
452,0.3537,212
453,0.6379,428
454,0.4765,296
455,0.4979,310
456,0.423,264
457,0.455,218
458,0.3035,178
459,0.5501,244
460,0.6345,438
461,0.4366,270
462,0.5835,398
463,0.3872,190
464,0.4157,200
465,0.3637,224
466,0.4575,284
467,0.4967,236
468,0.5523,244
469,0.8656,212
470,0.6935,172
471,0.9151,246
472,0.8695,248
473,1.5603,496
474,1.3323,248
475,0.4994,170
476,0.6646,240
477,0.9311,196
478,0.9323,176
479,0.5948,204
480,0.929,174
481,0.8577,248
482,0.7694,204
483,1.007,208
484,0.9087,196
485,0.7872,262
486,0.872,330
487,1.3006,260
488,0.8159,288
489,0.4869,132
490,2.3835,402
491,1.1748,204
492,0.6512,260
493,0.4321,178
494,0.6406,432
495,0.6267,222
496,0.4242,250
497,0.5695,230
498,0.5258,360
499,0.5919,186
500,0.6227,200
501,0.9434,180
502,0.5692,240
503,0.6274,222
504,0.5284,186
505,0.5549,192
506,0.9458,238
507,0.4424,156
508,0.7873,172
509,0.8826,204
510,0.9758,208
511,1.5382,394
512,1.7504,318
513,0.8612,190
