Cube Number,Solve Time (ms),Number of Moves
686,4.4775,477
687,7.3694,726
688,3.7764,413
689,6.6514,517
690,7.6803,755
691,5.357,408
692,4.8843,466
693,3.1928,400
694,2.1944,256
695,6.5587,785
696,2.2463,236
697,3.4471,439
698,6.3377,508
699,3.1384,349
700,7.4982,654
701,3.6808,294
702,3.0663,327
703,2.7846,324
704,10.3009,951
705,3.8007,374
706,4.4016,363
707,2.5534,628
708,2.5273,356
709,1.1948,373
710,4.671,354
711,2.841,258
712,0.8025,269
713,2.0815,407
714,10.6862,766
715,5.2425,550
716,7.2024,394
717,7.8426,827
718,5.7332,654
719,4.4139,503
720,3.6451,432
721,3.2377,279
722,3.5083,378
723,4.3377,422
724,7.3254,716
725,5.5392,457
726,4.7449,391
727,3.6749,354
728,7.6795,762
729,3.404,511
730,7.5133,599
731,4.5202,495
732,4.7262,413
733,3.7325,373
734,4.5093,397
735,3.2027,329
736,4.1005,406
737,3.4231,278
738,3.5948,338
739,5.2622,470
740,2.0937,288
741,3.2946,379
742,3.152,286
743,3.9791,389
744,5.32,484
745,3.3827,353
746,8.4726,797
747,2.5797,225
748,4.6405,371
749,4.8246,433
750,4.172,508
751,1.3097,239
752,5.0298,561
753,5.0693,512
754,1.9598,231
755,3.6161,422
756,4.0591,440
757,4.5181,376
758,3.0426,289
759,14.2623,1063
760,6.6713,626
761,6.7487,558
762,2.0416,509
763,1.4703,596
764,5.4873,443
765,2.5785,491
766,2.2063,289
767,4.9414,574
768,2.531,264
769,4.8528,501
770,6.0407,575
771,2.2514,243
772,2.5357,301
773,8.0213,722
774,3.4481,344
775,3.8436,354
776,3.4083,424
777,4.8882,374
778,5.174,391
779,3.7943,420
780,4.4902,262
781,2.1357,315
782,2.6502,238
783,6.0349,528
784,3.7596,323
785,5.9185,508
786,3.6371,337
787,8.6334,738
788,5.6197,421
789,1.1935,290
790,7.2391,763
791,3.8791,394
792,8.0163,663
793,3.109,304
794,1.8996,241
795,3.7274,371
796,3.9787,315
797,4.3721,445
798,3.1206,366
799,3.0001,389
800,2.7877,320
801,2.9254,442
802,7.9179,637
803,2.2326,264
804,2.2138,246
805,5.0445,485
806,5.2679,557
807,5.1558,491
808,5.9043,511
809,5.0112,370
810,6.8766,587
811,6.6555,639
812,3.0861,273
813,2.8103,224
814,6.4138,328
815,3.6979,451
816,1.0218,187
817,7.1778,808
818,4.4448,468
819,4.0858,412
820,6.182,459
821,3.2536,374
822,1.8513,168
823,2.3948,337
824,4.6049,425
825,4.2419,395
826,5.462,566
827,3.6076,316
828,4.8095,457
829,5.0464,440
830,3.543,427
831,3.5231,289
832,2.5063,289
833,3.4028,246
834,6.0639,562
835,4.6693,532
836,5.3222,492
837,5.0506,511
838,1.3213,324
839,2.2232,343
840,2.3153,245
841,3.7079,449
842,3.3914,385
843,4.0814,452
844,3.95,409
845,2.6259,262
846,9.0731,767
847,4.0605,303
848,8.8208,368
849,7.4604,735
850,3.2605,414
851,5.4537,397
852,1.5552,289
853,6.244,563
854,4.8834,570
855,7.5699,628
856,3.4223,394
857,2.4148,292
858,3.662,381
859,6.1059,656
860,3.9722,363
861,5.6643,509
862,5.7194,489
863,5.6224,516
864,4.4112,358
865,3.5555,376
866,8.9148,461
867,4.0402,429
868,6.1905,574
869,2.4283,598
870,3.5558,363
871,5.5648,608
872,2.606,264
873,5.8571,481
874,10.3983,897
875,4.4333,287
876,3.6863,320
877,4.3505,382
878,3.6307,417
879,2.7325,341
880,6.319,681
881,2.6004,306
882,5.3778,508
883,3.4781,392
884,1.9427,244
885,4.3448,516
886,8.11,612
887,5.9866,624
888,7.6458,755
889,5.9975,539
890,2.8019,297
891,3.6526,409
892,1.6835,198
893,4.78,526
894,5.4426,514
895,5.4279,471
896,3.2742,253
897,1.8648,233
898,7.9285,695
899,5.7271,415
900,4.8215,505
901,2.8097,259
902,3.9697,406
903,12.2145,1038
904,7.1604,575
905,4.4873,438
906,5.1786,380
907,3.4913,253
908,3.646,327
909,9.0153,807
910,3.3581,417
911,4.8028,425
912,5.0354,521
913,3.6299,363
914,4.6004,384
915,3.1249,390
916,3.9681,728
917,2.034,352
918,3.3103,324
919,3.9286,588
920,8.6625,839
921,4.0024,446
922,4.3122,445
923,2.3006,221
924,4.0713,436
925,3.6293,328
926,3.8373,404
927,3.5132,265
928,2.5296,273
929,7.905,785
930,9.4976,602
931,3.0654,318
932,2.6422,305
933,2.8431,382
934,2.5739,333
935,4.2405,486
936,3.9491,355
937,3.838,394
938,7.0839,652
939,2.9629,328
940,2.4856,260
941,2.2388,206
942,4.0477,410
943,2.4695,284
944,4.251,463
945,5.3894,443
946,2.635,283
947,4.0433,330
948,2.5411,369
949,7.412,726
950,4.3861,678
951,5.7543,532
952,5.5016,485
953,2.442,314
954,2.0022,280
