Cube Number,Solve Time (ms),Number of Moves
914,0.5484,252
915,0.4052,152
916,0.4637,204
917,0.3184,138
918,0.3001,130
919,0.2961,176
920,0.3287,158
921,0.3334,148
922,0.4899,202
923,0.4957,222
924,0.4655,214
925,0.4399,204
926,0.5465,212
927,0.3737,146
928,0.3387,160
929,0.3964,224
930,0.49,200
931,0.3374,134
932,0.4048,172
933,0.3416,148
934,0.5154,222
935,0.4032,172
936,0.4109,182
937,0.4025,184
938,0.4038,184
939,0.3302,166
940,0.256,148
941,0.3219,138
942,0.4462,192
943,0.4128,164
944,0.4996,200
945,0.4808,240
946,0.4798,270
947,0.3841,198
948,0.4584,182
949,0.3734,182
950,0.448,172
951,0.3574,150
952,0.334,130
953,0.3868,156
954,0.3648,168
955,0.4258,220
956,0.5027,206
957,0.4451,192
958,0.4336,184
959,0.4393,146
960,0.4847,202
961,0.3953,172
962,0.464,192
963,0.5418,218
964,0.4602,194
965,0.3811,192
966,0.3513,162
967,0.4252,208
968,0.3612,212
969,0.3422,146
970,0.4565,202
971,0.258,140
972,0.2556,160
973,0.3598,148
974,0.3635,154
975,0.4089,174
976,0.385,190
977,0.4412,184
978,0.4695,196
979,0.4391,186
980,0.4065,166
981,0.3386,172
982,0.4341,182
983,0.4086,190
984,0.3419,134
985,0.3694,226
986,0.4053,168
987,0.3599,166
988,0.4374,178
989,0.4052,192
990,0.4194,170
991,0.4596,180
992,0.5331,228
993,0.3881,142
994,0.4258,186
995,0.4585,204
996,0.5417,232
997,0.4503,194
998,0.3574,154
999,0.3998,186
