Cube Number,Solve Time (ms),Number of Moves
358,0.943,244
359,0.7732,244
360,0.8476,244
361,0.6665,244
362,0.7596,244
363,0.8421,244
364,0.5698,244
365,1.2727,244
366,0.6978,244
367,0.8505,244
368,0.6651,244
369,0.8257,244
370,0.7965,244
371,0.8355,244
372,0.8973,244
373,0.8563,244
374,0.762,244
375,0.5704,244
376,0.7977,244
377,0.6272,219
378,0.5535,219
379,1.067,219
380,0.8732,219
381,0.7103,219
382,0.6042,219
383,0.7784,219
384,0.5958,219
385,0.5499,219
386,0.5561,219
387,0.7477,219
388,0.6833,219
389,0.7987,219
390,0.6007,219
391,0.7622,219
392,0.6624,219
393,0.8063,219
394,1.2174,219
395,0.8905,219
396,0.8483,219
397,2.7866,219
398,0.5536,219
399,0.9151,219
400,1.4966,219
401,2.2319,219
402,0.7694,219
403,0.7634,219
404,0.6006,205
405,0.7096,205
406,0.6059,205
407,0.5844,205
408,0.662,205
409,0.6461,205
410,0.6791,205
411,0.5309,205
412,0.6164,205
413,0.6177,205
414,0.4686,205
415,0.4883,205
416,0.6572,205
417,0.5835,205
418,0.5866,205
419,0.5765,205
420,0.6473,205
421,0.6454,205
422,0.7901,205
423,0.7238,205
424,0.611,205
425,0.4852,205
426,0.4735,205
427,0.6497,205
428,0.5086,205
429,0.5574,205
430,0.4783,205
431,0.6623,205
432,0.6123,205
433,0.665,215
434,0.5328,215
435,0.6459,215
436,0.9607,215
437,0.5408,215
438,0.7267,215
439,0.5131,215
440,0.4935,215
441,0.8843,215
442,0.4895,215
443,0.5172,215
444,0.7218,215
445,1.5851,215
446,0.6544,215
447,0.4844,215
448,0.5231,215
449,0.6011,215
450,0.6529,215
451,0.6879,215
452,0.5324,215
453,0.6535,215
454,0.7068,215
455,0.6547,215
456,0.631,215
457,1.6362,215
458,0.4643,173
459,0.5884,173
460,1.5748,173
461,0.688,173
462,0.6214,173
463,0.8456,173
464,0.5848,173
465,0.5452,173
466,0.5369,173
467,0.5454,173
468,0.6087,173
