Cube Number,Solve Time (ms),Number of Moves
811,2.8974,1020
812,2.1985,768
813,0.9684,376
814,2.843,954
815,1.0219,416
816,2.139,588
817,1.2734,440
818,1.1181,450
819,1.3399,430
820,1.705,538
821,1.1469,418
822,0.9746,302
823,0.9758,308
824,1.5822,516
825,2.3776,810
826,1.1916,440
827,1.199,446
828,1.2482,434
829,0.7624,260
830,1.4861,518
831,0.7642,354
832,1.3871,482
833,0.6433,240
834,1.7611,604
835,8.603,978
836,3.8265,714
837,0.7387,346
838,3.5974,352
839,2.2972,418
840,4.9763,700
841,3.9213,596
842,2.9791,522
843,1.7062,302
844,3.6886,346
845,4.5207,606
846,1.7872,324
847,2.416,338
848,5.5944,578
849,2.1966,438
850,5.1124,486
851,4.2351,432
852,5.7099,822
853,11.7696,874
854,18.2077,1392
855,4.9736,358
856,4.5887,362
857,2.6399,402
858,3.597,444
859,6.2872,508
860,1.3862,394
861,3.344,366
862,2.8068,596
863,2.4908,448
864,2.9912,656
865,5.4671,1064
866,3.7823,678
867,3.1197,648
868,5.9714,1536
869,1.7781,492
870,1.7761,444
871,1.483,464
872,0.7829,334
873,1.0043,244
874,5.3415,790
875,2.31,432
876,3.0694,488
877,1.7763,364
878,7.8921,474
879,4.655,340
880,3.3938,178
881,2.8816,386
882,7.4591,570
883,7.7541,852
884,3.8224,620
885,2.409,340
886,1.3009,512
887,1.2112,236
888,2.9857,748
889,4.3741,580
890,5.7452,386
891,1.5206,448
892,3.9628,332
893,8.3064,490
894,6.7164,538
895,5.0798,374
896,1.5269,468
897,1.2507,440
898,3.2421,384
899,4.4425,320
900,4.926,398
901,5.8395,406
902,5.4461,492
903,5.8682,530
904,3.8527,510
905,3.9068,322
906,3.7076,640
907,2.5537,418
908,1.9975,310
909,4.7624,620
910,5.9683,770
911,2.9524,292
912,1.4684,594
913,1.2137,304
914,2.9604,1012
915,5.8691,240
916,2.9022,280
917,1.5216,354
918,1.022,364
919,2.5356,456
920,4.5972,642
921,0.9267,252
922,7.5895,468
923,2.4512,424
924,3.0445,548
925,12.1646,904
926,3.2166,816
927,3.6005,544
928,2.0354,320
929,2.5464,350
930,5.1603,766
931,5.7165,948
932,4.9276,354
933,1.279,452
934,3.7617,470
935,2.9615,532
936,1.5774,520
937,1.0199,396
938,4.6131,844
939,3.4459,488
940,2.0646,462
941,1.4897,566
942,4.4031,678
943,1.7417,610
944,4.5641,320
945,4.8758,508
