Cube Number,Solve Time (ms),Number of Moves
843,1.4377,310
844,0.647,218
845,1.2361,255
846,1.2519,317
847,0.9707,204
848,1.0395,330
849,0.6818,212
850,1.8274,347
851,1.0338,294
852,0.7963,180
853,1.1697,241
854,0.7319,234
855,0.8138,206
856,1.0777,264
857,0.9983,335
858,0.9366,207
859,0.8745,230
860,1.4823,278
861,1.3068,285
862,1.0132,338
863,1.5088,348
864,1.178,266
865,1.1254,287
866,1.4268,288
867,1.1395,356
868,1.1174,243
869,0.3994,228
870,1.0264,326
871,0.5498,289
872,1.0994,225
873,0.4919,242
874,0.8053,268
875,0.6136,232
876,1.1184,337
877,0.917,314
878,0.6997,273
879,0.8746,285
880,1.6091,366
881,1.1306,281
882,0.9431,263
883,1.5453,307
884,0.9529,205
885,1.0746,234
886,0.6893,176
887,1.6779,347
888,1.2047,303
889,1.5763,349
890,0.9247,333
891,1.1072,244
892,0.8987,214
893,1.4316,302
894,0.6623,208
895,0.6662,266
896,1.1793,246
897,1.0961,241
898,0.9762,327
899,1.2642,267
900,1.5148,346
901,1.3269,288
902,0.9115,274
903,1.5634,315
904,0.5476,222
905,0.5222,168
906,0.9371,240
907,0.9449,275
908,1.8044,349
909,0.8847,254
910,1.8814,285
911,1.2056,220
912,0.8432,191
913,0.6821,200
914,1.6602,359
915,0.8823,259
916,0.3582,193
917,1.0751,340
918,0.4939,276
919,1.5062,279
920,1.1002,334
921,1.2604,250
922,0.9207,224
923,1.2602,269
924,1.2176,270
925,0.8366,264
926,1.3696,225
927,0.5769,208
928,0.7572,231
929,1.5205,286
930,0.6571,237
931,0.9158,317
932,0.6244,164
933,0.4412,254
934,0.4418,259
935,0.5448,278
936,1.0776,240
937,0.4535,257
938,1.1484,256
939,1.7904,244
940,1.3829,280
941,1.4881,263
942,1.1674,243
943,0.6775,300
944,1.5057,320
945,1.1765,197
946,1.2135,302
947,2.9326,270
948,0.8383,248
949,0.5728,174
950,1.8839,293
951,0.9529,207
952,0.8663,301
953,0.9537,387
954,1.6701,313
955,1.5653,343
956,0.6922,321
957,0.8622,315
958,0.8418,219
959,0.7772,317
960,0.746,226
961,2.3089,322
962,1.04,254
963,1.8786,367
964,1.6652,360
965,1.2498,232
966,0.7476,229
967,0.9535,292
968,0.7879,249
969,0.8817,279
970,1.5866,322
971,0.9644,200
972,1.577,272
973,0.5362,275
974,0.4621,241
975,0.8448,347
976,0.9224,246
977,0.6208,322
978,0.795,211
979,1.4236,307
980,1.0451,277
981,3.2577,339
982,0.3808,233
983,0.7947,263
984,0.542,282
985,1.5542,326
986,1.1265,280
987,0.4679,225
988,1.0273,278
989,1.462,252
990,0.9645,279
991,0.9227,236
992,0.7443,215
993,1.3825,295
994,1.6197,307
995,1.0868,228
996,1.4944,349
997,0.8834,233
998,0.9808,299
999,1.1501,275
